"","X.1","X","ID","NameOfPDF","Author","DOI","CodingFinished","Screener","Extracter","DataExtracted","Extraction.Suitable","ExtractionComments","Sampled_Soil_Available_notpH","FullyFactorial","SpatialExtent.km2.","Country","Season.s.","ExperimentObservation","Method","LandUse","LandIntensification","HabitatLossFragmentation","Climate","Pollution","InvasiveSpp","NutrientEnrichment","PollutionSource","OtherBiodiversity","EcosystemFunction","Case_ID","CaseDescription","Latitude","Longitude","SamplingDuration_months","SoilPH","PollutionType","PollutantClass","PollutionName","SecondaryPollution","TreatmentDescription","Control_absValue","Control_absValueUnit","Treatment_absValue","Treatment_absValueUnit","TaxaGroup","TaxaBodysize","Control_mean","Control_SD","Control_N","Treatment_mean","Treatment_SD","Treatment_N","Measurement","MeasurementUnits","Error","Data_Source","System","ColdDrySystems","WetlandSystems","AgricultureType","Tillage","WoodyType","WoodyUse","Grassland","Agroforestry","ArtificialSystem","SystemComments","SamplingMethod","GeneralComments","TaxonomicResolutionRichness","TaxaGroupings","LongTerm","RecommendedDose","PollutantClass1","PesticideType","Neonicotinoid","SeedCoating","MultiSubstanceWithInsecticide","PollutionNameCorrected","Comments","TaxaGroupGSBA","BodySizeCat","BiodivMetric","RecommendedRate","LongTerm2","RepeatedApplication","TemporalExtent","ES","VarES","Control_SD_approx","Treatment_SD_approx","ES2","VarES2"
"25",25,69,162,"Minor_2004_Applied Soil Ecology","Minor","10.1016/j.apsoil.2003.10.002",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,TRUE,TRUE,"100m-1km","USA","Cold and Warm","Experimental","soil core",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","i","pesticides, gamasida abdc","48d52m42sN","76d06m45sW",1,"7.5;7.6","Pesticides","herbicide","Glyphosate, Oxyfluorofen","Yes","glyphosate spot sprayed each year",0,"kg/ha","2.25","kg/ha","Acari,Gamasida","Micro-arthropods",10.3395061728395,12.1441887086765,12,6.12139917695473,6.80074567685881,12,"Abundance","individuals","CI95","F2","Woody",NA,NA,NA,NA,"Deciduous","Plantation",NA,NA,NA,"willow biomass plantation",NA,"another herbicide applied on the treated plots at 1.1 kg/ha",NA,"no","4 years","probably at recommended rate","Herbicide","MultiSubstance","no","no","no","glyphosate; oxyfluorofen",NA,"Acari","Mesofauna","Abundance","at recommended rate","several years (1 < x =< 5 )","multiple","years",-0.41377342653975,0.170233509343968,12.1441887086765,6.80074567685881,-0.41377342653975,0.170233509343968
"26",26,70,169,"Andersen_2013_Agriculture Ecosystems & Environment","Andersen","10.1016/j.agee.2013.04.004",TRUE,"Melanie","Lea","Yes","yes-some drivers","mulching not nutrient enrichment but rather cover crop (excluded)",FALSE,FALSE,NA,"Denmark","Summer","Experimental","soil or leaf litter quadrat",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","plants","one","b","untreated vs. herbicides","55d18mN",NA,1,NA,"Pesticides","Herbicide","propyzamid, glyphosate","Yes","Herbicides applications",0,"spray/year","6.0","spray/year","Earthworms",NA,3.340611,2.292576,4,2.860262,3.558952,4,"Abundance","individuals","SD","F1","Woody",NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,"apple orchard",NA,NA,NA,"no","one year after (repeated) application","standard application","Herbicide","MultiSubstance","no","no","no","propyzamid; glyphosate",NA,"Earthworms","Macrofauna","Abundance","at recommended rate","several months (3 < x < 12)","multiple","months",-0.139383474756185,0.501214234564694,2.292576,3.558952,-0.139383474756185,0.501214234564694
"27",27,71,184,"Neher_1999_Pedobiologia","Neher",NA,TRUE,"Lea","Lea","Yes","yes-some drivers","nutrient treatment with manure vs. mineral fertilizer : excluded",TRUE,FALSE,"100m-1km","USA","Autumn","Experimental","soil core",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","microbes","none","a","herbicides","41d10m00sN","96d25m00sW",0,NA,"Pesticides","Herbicide","Arena, Atrazine, Basagran, Bladex, Buctril, Butyrac, Dual, Pinnacle","Yes","Herbicides application to fertilized plots, repeated applications",0,"L/ha","40.0","L/ha","Nematodes",NA,9.54,12.92904,30,12.18,18.46619,31,"Abundance","ind/g dry soil","SD","T1","Agriculture",NA,NA,"Rotation (within year or across years?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","18 years","best management practices for comparable farming systems in their region","Herbicide","MultiSubstance","yes","yes","yes","clothianidin; atrazine; bentazone; cyanazine; octanoic acid ester of bromoxynil (3,5-dibromo-4-hydroxybenzonitrile); S-metolachlor; thifensulfuron-methyl","Arena insecticide neonicotinoid a.i clothianidin, Atrazine (a.i) herbicide, Basagran herbicide a.i bentazone, Bladex herbicide a.i Cyanazine, Buctril herbicide a.i Octanoic acid ester of bromoxynil* (3, 5-dibromo-4-hydroxybenzonitrile), Butyrac herbicide a.i Octanoic acid ester of bromoxynil* (3, 5-dibromo-4-hydroxybenzonitrile), Dual herbicide a.i S-métolachlore, Pinnacle herbicide a.i Thifensulfuron methyl","Nematodes","Microfauna","Abundance","at recommended rate","several years (> 5 years)","multiple","years",0.163034406292516,0.0658092684858161,12.92904,18.46619,0.163034406292516,0.0658092684858161
"28",28,72,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_15","enchytraeids abdc, fungicide 2","48d48m31sN","2d05m26sE",1,"7.5","Pesticides","Fungicide","epoxiconazole, dimoxystrobin","No","Swing Gold single application at 10 times the recommended rate",0,"kg/ha","15.0","l/ha","Enchytraeids","Mesofauna",29667,11519,4,30653,8163,4,"Abundance","ind/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","epoxiconazole; dimoxystrobin",NA,"Enchytraeids","Mesofauna","Abundance","higher","several days (=< 30)","single","days/weeks",0.0857921475999354,0.500460018286863,11519,8163,0.0857921475999354,0.500460018286863
"29",29,73,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_10","earthworm biomass, fungicide 2","48d48m31sN","2d05m26sE",1,"7.5","Pesticides","Fungicide","epoxiconazole, dimoxystrobin","No","Swing Gold single application at 10 times the recommended rate",0,"l/ha","15.0","l/ha","Earthworms","Macrofauna",86.8,32.4,4,48.3,14,4,"Biomass","g/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Biomass","higher","several days (=< 30)","single","days/weeks",-1.33995960115377,0.61221823329526,32.4,14,-1.33995960115377,0.61221823329526
"30",30,74,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_9","earthworm evenness, fungicide 2","48d48m31sN","2d05m26sE",1,"7.5","Pesticides","Fungicide","epoxiconazole, dimoxystrobin","No","Swing Gold single application at 10 times the recommended rate",0,"l/ha","15.0","l/ha","Earthworms","Macrofauna",0.52,0.09,4,0.16,0.05,4,"Evenness","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Evenness indices","higher","several days (=< 30)","single","days/weeks",-4.29534186123079,1.6531226065526,0.09,0.05,-4.29534186123079,1.6531226065526
"31",31,75,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_14","enchytraeids evenness, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Enchytraeids","Mesofauna",0.83,0.06,4,0.81,0.01,4,"Evenness","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Enchytraeids","Mesofauna","Evenness indices","higher","several days (=< 30)","single","days/weeks",-0.403903205639204,0.510196112470352,0.06,0.01,-0.403903205639204,0.510196112470352
"32",32,76,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_11","enchytraeids abdc, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Enchytraeids","Mesofauna",29667,11519,4,24574,5430,4,"Abundance","ind/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Enchytraeids","Mesofauna","Abundance","higher","several days (=< 30)","single","days/weeks",-0.491285059227307,0.515085063088749,11519,5430,-0.491285059227307,0.515085063088749
"33",33,77,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_12","enchytraeids richness, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Enchytraeids","Mesofauna",9.8,1,4,9.8,1.7,4,"SpeciesRichness","richness","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,"species","no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Enchytraeids","Mesofauna","Richness","higher","several days (=< 30)","single","days/weeks",0,0.5,1,1.7,0,0.5
"34",34,78,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_13","enchytraeids shannon, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Enchytraeids","Mesofauna",6.61,0.75,4,6.32,1.07,4,"Shannon","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Enchytraeids","Mesofauna","Diversity indices","higher","several days (=< 30)","single","days/weeks",-0.272633064828785,0.504645549252371,0.75,1.07,-0.272633064828785,0.504645549252371
"35",35,79,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_21","enchytraeids evenness, fungicide 5","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;17","kg/ha;l/ha","Earthworms","Macrofauna",3.07,0.74,4,2.13,0.28,4,"Shannon","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Diversity indices","higher","several days (=< 30)","single","days/weeks",-1.45944876506985,0.633124418616494,0.74,0.28,-1.45944876506985,0.633124418616494
"36",36,80,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_1","earthworm abdc, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Earthworms","Macrofauna",231,147,4,264,131,4,"Abundance","ind/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Earthworms","Macrofauna","Abundance","higher","several days (=< 30)","single","days/weeks",0.205880021898329,0.502649161463554,147,131,0.205880021898329,0.502649161463554
"37",37,81,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_2","earthworm richness, fungicide 1","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu","No","Cu single application at 10 times the recommended dose",0,"kg/ha","7.5","kg/ha","Earthworms","Macrofauna",7,1.4,4,6.3,1.7,4,"SpeciesRichness","richness","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,"species","no","short term","higher than recommended (10 times)","Fungicide","Fungicide","no","no","no","Cu",NA,"Earthworms","Macrofauna","Richness","higher","several days (=< 30)","single","days/weeks",-0.390458909582231,0.509528635004509,1.4,1.7,-0.390458909582231,0.509528635004509
"38",38,82,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_8","earthworm shannon, fungicide 2","48d48m31sN","2d05m26sE",1,"7.5","Pesticides","Fungicide","epoxiconazole, dimoxystrobin","No","Swing Gold single application at 10 times the recommended rate",0,"l/ha","15.0","l/ha","Earthworms","Macrofauna",3.07,0.74,4,1.17,0.08,4,"Shannon","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Diversity indices","higher","several days (=< 30)","single","days/weeks",-3.13578938025045,1.11457343983072,0.74,0.08,-3.13578938025045,1.11457343983072
"39",39,83,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_25","enchytraeids evenness, fungicide 9","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;21","kg/ha;l/ha","Enchytraeids","Mesofauna",9.8,1,4,10,2.9,4,"SpeciesRichness","richness","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,"species","no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Enchytraeids","Mesofauna","Richness","higher","several days (=< 30)","single","days/weeks",0.0800909325290785,0.500400909842086,1,2.9,0.0800909325290785,0.500400909842086
"40",40,84,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_22","enchytraeids evenness, fungicide 6","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;18","kg/ha;l/ha","Earthworms","Macrofauna",0.52,0.09,4,0.44,0.04,4,"Evenness","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Evenness indices","higher","several days (=< 30)","single","days/weeks",-0.997820187710071,0.56222782043761,0.09,0.04,-0.997820187710071,0.56222782043761
"41",41,85,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_23","enchytraeids evenness, fungicide 7","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;19","kg/ha;l/ha","Earthworms","Macrofauna",86.8,32.4,4,83.1,33.9,4,"Biomass","g/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Earthworms","Macrofauna","Biomass","higher","several days (=< 30)","single","days/weeks",-0.0969259883647547,0.50058716545128,32.4,33.9,-0.0969259883647547,0.50058716545128
"42",42,86,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_24","enchytraeids evenness, fungicide 8","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;20","kg/ha;l/ha","Enchytraeids","Mesofauna",29667,11519,4,36733,14726,4,"Abundance","ind/m2","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Enchytraeids","Mesofauna","Abundance","higher","several days (=< 30)","single","days/weeks",0.464271307499009,0.513471740435427,11519,14726,0.464271307499009,0.513471740435427
"43",43,87,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_16","enchytraeids richness, fungicide 2","48d48m31sN","2d05m26sE",1,"7.5","Pesticides","Fungicide","epoxiconazole, dimoxystrobin","No","Swing Gold single application at 10 times the recommended rate",0,"kg/ha","15.0","l/ha","Enchytraeids","Mesofauna",9.8,1,4,9.8,1.5,4,"SpeciesRichness","richness","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,"species","no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","epoxiconazole; dimoxystrobin",NA,"Enchytraeids","Mesofauna","Richness","higher","several days (=< 30)","single","days/weeks",0,0.5,1,1.5,0,0.5
"44",44,88,208,"Amosse_2018_Ecotoxicology","Amossé","10.1007/s10646-018-1895-7",TRUE,"Lea","Lea","Yes","yes-all drivers",NA,FALSE,FALSE,"0-100m","France","Spring","Experimental","chemical expulsion",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Agricultural/livestock","no","none","208_26","enchytraeids evenness, fungicide 10","48d48m31sN","2d05m26sE",1,"7.5","Pesticides,Metals","Fungicide","Cu, epoxiconazole, dimoxystrobin","Yes","Swing Gold and Cuprafor single application at recommended levels of both pesticides",0,"kg/ha","0.75;22","kg/ha;l/ha","Enchytraeids","Mesofauna",6.61,0.75,4,6.12,1.91,4,"Shannon","unitless","SD","T1","Grassland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"meadow that did not receive pesticides for 20 years",NA,NA,NA,"no","short term","higher than recommended (10 times)","Fungicide","MultiSubstance","no","no","no","Cu; epoxiconazole; dimoxystrobin",NA,"Enchytraeids","Mesofauna","Diversity indices","higher","several days (=< 30)","single","days/weeks",-0.293340652283825,0.505378046142644,0.75,1.91,-0.293340652283825,0.505378046142644
